,Comment,Type,
4840,"Sau nhiều tiếng đồng hồ nhận về những lời đả kích từ cư dân mạng trong và ngoài nước, Ngọc Trinh đã chính thức có phản hồi. Theo ""nữ hoàng nội y"", thảm đỏ Cannes không phải chỉ dành cho những bộ đồ thanh lịch mà muôn màu muôn vẻ. ""Vì thế, Trinh theo phong cách sexy thì cứ tự tin thôi"".",0,62
4841,"Ngọc Trinh cho hay, ngay từ khi rời khách sạn, mọi người đã rất trầm trồ. ""Tới khi bước lên thảm đỏ, tất cả các phóng viên đều kêu Trinh nán lại để chụp ảnh. Có thể vì họ tò mò về bộ đồ.""",0,44
4842,"Nói về biệt danh ""người đẹp vô danh"" mà truyền thông quốc tế dành cho mình, Ngọc Trinh khẳng định cô không buồn hay tự ái. ""Họ gọi là người đẹp vô danh là đúng thôi. Vì ở bên Pháp ai biết Ngọc Trinh là ai. Nếu ở Việt Nam họ gọi thế mình mới buồn. Còn ở Cannes, điều đó hoàn toàn bình thường nên Trinh không có gì để bận tâm.""",0,73
4843,"Ngọc Trinh cũng cho biết cô có biết về những phản ứng của cư dân mạng cùng những lời bình phẩm đả kích, tuy nhiên cô khẳng định không quan tâm. ""Trinh hoàn toàn tự tin. Trinh thích thì Trinh mặc, còn lại Trinh miễn nhiễm với mọi lời chê lời chửi của mọi người từ xưa tới nay rồi. Mọi người thích chửi cứ chửi. Trinh thích làm cứ làm.""",0,71
4844,Hiện tại Ngọc Trinh vẫn đang tiếp tục các hoạt động tại Cannes. Cô cũng cho biết thêm được một nhãn hàng mời tới sự kiện này chứ không phải bỏ tiền túi ra như tin đồn.,0,37
4853,"Mỗi năm cứ vào khoảng thời gian này, sự chú ý của truyền thông và mọi người trên khắp thế giới lại đổ dồn về thành phố Cannes, Pháp, để dõi theo LHP Cannes , một trong những sự kiện đình đám của làng điện ảnh. Bên cạnh sự xuất hiện của những ngôi sao nổi tiếng được báo chí săn đón, những tác phẩm điện ảnh được vinh danh thì LHP Cannes còn được Elie Nahas, một ""tú ông"" khét tiếng, gọi là ""ngày hội tiền lương lớn nhất trong năm"". Sau khi Nahas bị bắt vào năm 2007, mọi người mới được biết thêm nhiều điều về những góc tối ở LHP Cannes.",0,115
4854,"Được biết, Nahas là bạn thân chí cốt và cũng là cánh tay phải đắc lực làm việc cho Moatessem Gadhafi, người con trai ăn chơi của của cựu lãnh đạo Lybia, Muammar Gadhafi. Nahas sở hữu một công ty người mẫu nhưng công việc chính vẫn là làm ""tú ông"". Theo lời Nahas, ngành công nghiệp lớn thứ 2 tại Cannes sau phim ảnh là tình dục. Mỗi năm khi sự kiện này diễn ra, gái hạng sang có thể kiếm được 40 nghìn USD (hơn 930 triệu đồng) cho một đêm phục vụ đại gia, giới nhà siêu giàu tại khách sạn hoặc trên du thuyền xa xỉ.",0,110
4855,"Nahas phủ nhận việc làm ""tú ông"" trong đường dây mua bán dâm nhưng thừa nhận có giúp đỡ cho các cô gái được tham gia LHP Cannes hoặc làm quen với giới nhà giàu trên du thuyền của họ. Không khó để nhận ra các cô gái hành nghề mại dâm trên thảm đỏ, như nhà phê bình phim Roger Ebert từng nói: ""Họ vô cùng nổi bật tại Cannes. Họ là những cô gái ăn mặc đẹp đẽ nhưng không hút thuốc"".",0,84
4856,"Daisy là một gái mại dâm địa phương, cô có cả trang web riêng nhưng tuân thủ nguyên tắc tránh hành nghề ở bar, khách sạn ở Cannes, trừ mùa liên hoan phim. Daisy cho biết tất cả ""đồng nghiệp"" của cô đều trông chờ đến LHP Cannes để họ có thể kiếm được những khoản tiền béo bở. Trong suốt 10 ngày sự kiện diễn ra, có đến 100 đến 200 gái mại dâm ra vào các khách sạn lớn ở thành phố, nhất là những khách sạn hạng sang, nơi lưu trú của hầu hết các đại gia đến từ Ả Rập.",0,104
4857,"""Đại gia Ả Rập là những người hào phóng nhất thế giới. Chỉ cần thích, họ sẽ không ngần ngại trả số tiền lớn cho các cô gái. Đến LHP Cannes, họ mang trong người 10 nghìn Euro là chuyện bình thường. Đối với họ, tiền chỉ như tờ giấy lộn, họ thậm chí còn chẳng buồn đếm lại khi trả tiền cho các cô gái"" - Nahas kể. Một buổi mua bán dâm thường bắt đầu vào khoảng 10 giờ tối. Các cô gái sẽ đến sảnh để khách hàng kiểm tra trước khi ra hiệu số phòng cho họ.",0,101
4858,"Vào năm 2004, Nahas từng tổ chức bữa tiệc sinh nhật trị giá 1 triệu USD cho Moatessem Gadhafi với sự tham gia của một số người nổi tiếng, trong đó có cả nữ diễn viên Carmen Electra. Tin đồn cho rằng người đẹp tỏ ra khó chịu khi không được Moatessem Gadhafi động chạm, chứng tỏ anh không hề chú ý đế cô.",0,64
4859,"Tiến hành kiểm tra đồ đạc của Nahas, cảnh sát còn phát hiện một quyển sổ chứa thông tin liên lạc của những nhân vật có quyền lực bao gồm Hoàng tử ở khu vực Trung Đông. Nahas thừa nhận có quen biết những người này nhưng khẳng định không hề đứng trung gian ""chăn dắt"" gái mại dâm cho họ.",0,61
4860,"Thế nhưng dù có thật sự làm vậy, Nahas cũng không phải là ""tú ông"" duy nhất hoạt động ở LHP Cannes. ""Mỗi năm mới mùa này, có đến 30 - 40 du thuyền hạng sang cập cảng thành phố Cannes. Trên mỗi chiếc thuyền như vậy lại có trung bình khoảng 10 cô gái, đa phần là người mẫu, trong tình trạng bán khỏa thân hoặc đôi khi lại còn chẳng mặc gì. Đó là những bữa tiệc gồm rượu, thuốc và gái bán dâm. Mọi người cứ ra đó mà xem, cô gái nào mà chẳng chờ đến lúc tiệc tàn để nhận 'phong bì'. Việc này đã tồn tại trong suốt 60 năm qua"" - Nahas nói. Đây cũng là lý do hắn cảm thấy tức giận khi bị cảnh sát ""sờ gáy"" vì cho rằng ngoài kia còn vô vàng ""tú ông, tú bà"".",0,148
4861,"Một nhân vật kỳ cựu trong giới điện ảnh cho biết những cô gái như vậy gọi là ""gái du thuyền"", thông thường là diễn viên hạng B, C hoặc người mẫu chấp nhận ngủ với đại gia lớn tuổi vì tiền.",0,42
4862,"""Có nhiều cái tên chắc hẳn mọi người sẽ nhận ra. Đó là những diễn viên Hollywood có sự nghiệp diễn xuất mờ nhạt. Họ tự cho rằng điều mình làm tại Cannes là đúng đắn, chỉ đơn giản hẹn hò với đại gia nhưng thực chất đây là hoạt động mua bán dâm. Nhưng vì thích tiền nên họ chấp nhận làm vậy"" - người này nói.",0,68
4863,"Davis, vợ của biên kịch Kevin Rooney, cho biết trong số người quen của cô ở Hollywood, có 2 diễn viên hành nghề mại dâm tại LHP Cannes và một số khu vực khác. Theo lời những người này, họ không hề hứng thú trong việc giường chiếu với đại gia nhưng bù lại được sống sang chảnh nhờ vào số tiền kiếm được. Một trong số đó còn may mắn kết hôn với một trong những đại gia giàu có nhất nước Pháp.",0,84
4864,"Một lần nữa chúng ta thấy được rằng, Hollywood chỉ hào nhoáng ở vẻ bề ngoài. Bên trong nó là cả một thế giới đen tối, nơi giao dịch của đại gia và chân dài, mà người ngoài sẽ chẳng bao giờ có thể tưởng tượng được.",0,47
4877,"Bộ phim truyền hình ăn khách Về nhà đi con đang bước vào giai đoạn cao trào với những tình tiết hấp dẫn xoay quanh chuyện có bầu của Thư (Bảo Thanh). Là ""tác giả"" của cái thai nhưng Vũ (Quốc Trường) chẳng những không chịu trách nhiệm mà còn ra giá và hết lần này đến lần khác ép Thư đi phá. Sự việc bị vỡ lở khi Dương (Bảo Hân) vô tình có được số điện thoại của Vũ rồi thì chuyện cũng bị cả nhà ông Luật (NSND Hoàng Dũng) và ông Sơn (NSƯT Trung Anh) phát giác. ",0,101
4878,"Là một đôi bạn chơi với nhau mấy chục năm trời, ông Sơn dù không hài lòng với thành tích ""bất hảo"" của Vũ nhưng vẫn rộng lượng sẵn lòng bỏ qua lỗi lầm để con trẻ được hạnh phúc. Trong khi đó, ông Luật tỏ ra khá xấu hổ với người bạn già nên ép Vũ nhất định phải lấy Thư để đứa trẻ được ra đời một cách tử tế. ",0,72
4879,"Đã quen với việc tự do bay nhảy, Vũ chưa từng có ý định ""khóa chân"" mình lại bên bất kì cô gái nào, nhất lại là đối với người được anh xếp vào hàng ""thực dụng, làm tiền"" như Thư. Chính vì vậy, dù bố có nói, có mắng mỏ thế nào, Vũ cũng nhất quyết không cưới Thư. ",0,60
4880,"Ngồi bên cạnh, bà Giang (Ngân Quỳnh) - mẹ của Vũ thừa hiểu chồng mình là người trọng tình, coi danh dự còn hơn tính mạng. Thế nhưng đối với bà, đứa con trai độc nhất mới là tất cả, bà không chấp nhận được việc chỉ vì một lần lầm lỡ, lên giường với con gái nhà người ta mà Vũ lại phải hy sinh cả cuộc đời để sống bên cô gái đó được.",0,76
4881,"Giữa hoàn cảnh chồng không thương, mẹ chồng ác cảm, nhà chồng lại giàu có hơn hẳn nhà mình như vậy, có thể đoán trước dù Thư có lấy Vũ cũng sẽ chẳng có hạnh phúc nào. Khán giả cũng cảm thấy lo lắng cho cô nàng, liệu lịch sử khủng khiếp của ""Sống chung với mẹ chồng"" có lặp lại với Thư, nhất là khi Thư lại là cô gái cá tính mạnh, chẳng chịu thua ai bao giờ?",0,80
4882,Tập 27 Về nhà đi con sẽ được phát sóng vào lúc 21:00 tối nay trên kênh VTV1.,0,18
4892,"Sau 7 tập phim căng thẳng, kịch tính, vụ án của tên sát nhân biến thái Fedora đã tạm thời khép lại.Theo đó, dù đã bị bắt giữ nhưng Fedora không chịu nhận tội vì chưa giết nốt được Đồng Lan để trả thù cho bạn gái. Khánh đã phải dùng mưu mẹo để dàn dựng tình huống giả, lừa Fedora vào bẫy khiến hắn bị khuất phục.",0,68
4893,"Tuy nhiên, luật sư do mẹ Fedora thuê chứng minh được Fedora mắc bệnh lý tâm thần khi gây án nên hắn không bị truy tố hình sự. Thay vào đó, Fedora được chuyển đến sống tại viện tâm thần.",0,40
4894,"Như vậy, nhân vật phản diện gây ấn tượng nhất 7 tập đầu của Mê cung đã sa lưới pháp luật. Hành trình của gã sát nhân có chỉ số IQ 150 do Doãn Quốc Đam thể hiện có lẽ đã dừng lại ở đây.",0,45
4895,"Từ tập 9, những nhân vật phản diện mới sẽ lần lượt xuất hiện. Hai nhân vật được khán giả chờ đợi nhất hiện này là Thịnh do Đỗ Duy Nam thủ vai có tạo hình giống Khá Bảnh và tên trùm ma túy do nghệ sỹ Công Lý thể hiện.",0,51
4896,"Trong trích đoạn tập 9, nhân vật Thịnh khiến nhiều người 'sởn da gà' với biểu hiện ngáo đá ngay trong lễ tang của cha mình. ",0,26
4897,"Trong một diễn biến khác, Lam Anh (Hoàng Thùy Linh) hẹn gặp Khánh (Hồng Đăng) ở nhà hát lớn. Khánh vừa đến cũng là lúc anh chứng kiến bạn gái bị bắt cóc ngay trước mắt mình.",0,37
4898,"Trong đoạn trailer trước đó, Thịnh đã kề dao vào cổ Lam Anh và đe dọa cô. Liệu Thịnh có phải là kẻ chủ mưu bắt cóc Lam Anh?",0,29
4899,Đón xem Mê cung tập 9 lên sóng lúc 21h40 thứ 4 (22/5) trên VTV3.,0,15
4911,"Được xem như phiên bản Hàn của Game of Thrones, Arthdal Chronicles liên tục khiến khán giả đứng ngồi không yên khi ""thả xích"" nhỏ giọt loạt teaser, poster của các nhân vật chính trong phim. Mới đây, nhà đài tvN đã chính thức tung ra poster lớn nhất với sự xuất hiện của đầy đủ 12 nhân vật quan trọng trong phim. Song Joong Ki đứng giữa poster thu hút toàn bộ sự chú ý, thể hiện vị trí quan trọng và cũng là trung tâm của tất cả mọi câu chuyện diễn ra trong phim.",0,97
4912,"Với dàn diễn viên đình đám toàn những cái tên khủng như Song Joong Ki, Jang Dong Gun, Kim Ji Won, Kim Ok Bin... Arthdal Chronicles đã khiến khán giả bị cuốn hút ngay từ khi chỉ mới là dự án trên giấy. Cùng với con số kinh phí khủng đầu tư cho kỹ xảo và tạo hình nhân vật, Arthdal Chronicles được đánh giá là bom tấn truyền hình lớn mạnh và hoành tráng nhất của đài cáp tvN.",0,80
