,Comment
1066,Nói chung đăng cho nhìu làm gì chẳng có ai bị xử đâu. Nó đánh thì nó bảo lỡ tay thôi. Dân đánh nó thì chỉ có chết. Xe bắt đâu làm đó việc gì phải về phường
1067,"Đối phó với 1 anh tài xế mà phải kéo hơn 10 tk c.a và vài thằng bảo kê, ăn học luật kiểu gì mà toàn dùng chiêu chó hùa với đàn áp :)))"
1068,"Khổ bác tài rồi
Đkm về nó đập ko trượt phát nào
Kiến mãi là kiến thôi 
Lũ khốn"
1069,"T chỉ cần hỏi, dân đánh ca thì đi tù, ma ca đánh dân thì lủi, đéo biết công bằng kiểu nào..."
1070,CSGT sao lại có thể làm việc nói quá nhiều bác tài xế lái xe đúng rồi cứ còn lôi co để kiếm tiền đo má bọn này phải cho nghỉ việc
1071,Nhằm Anh Tài xé.. biết Luật.. 😂👍👍👍👍👍👏👏👏👏👏👏
1072,thấy công an dạo này thiếu kiến thức cả về pháp luật và về đối nhân xử thế
1073,"Hay quá ông anh,chơi tới vơi tui nó luôn"
1074,16:50 người dân không có quyền kiểm tra kế hoạch nửa chứ 🤞
1075,"Lũ công an gt sai mà còn cố làm tới.con bà nó, r sẽ có ngày lũ nó thê thảm thôy."
1076,Cảnh sát vông ơn bội nghĩa. Cảnh sát như con cặc. Thà cái xh đéo cần pháp luật
1077,Ngu mà còn tỏ ra nguy hiểm là đây. Anh tài xế taxi triệu like. 🤣
1078,Oai làm gì rồi về vườn mà ăn cứt mấy chú áo xanh
1079,"Nhin mat dai uy luu minh thai,  giong con heo nai sap bi cat co dap dau lam thit qua vay"
1080,"Một số bộ phận nhỏ làm sai quy trình rồi tiếp tục kéo theo lảnh đạo, khi hết cách giải quyết, suy ra làm sai cả 1 hệ thống."
1081,Anh nói quá hay sao 15:00 sao ko ví dụ bọn CA như là một lũ chó đi
1082,"Tôi không tin đây là Công an, đang làm nhiệm vụ,sao nhìn cái mặt đáng ghét thế! Do cấp trên nhu nhược và thiếu năng lực, nên cấp dưới moi long hành"
1083,Sao thằng mua vs mở chai nước cũng bị đè đầu về phường v cười ĩa 30:00
1084,"Thật sự buồn cho chế độ này, chỉ biết đàn áp dân thôi ko ai có thể bảo vệ dân cả"
1085,Riểt roi ca..CA hoc luat thua ng dân luon..bó tay...
1086,Bác tài đỉnh quá...ai cũng hiểu biết về pháp luật như bác thì công an sao làm láo đc. Clip bổ ích lắm..tks ad
1087,"tai sao lạ vậy nhi? người ta nói CHÚ BỘ ĐỘI ..mà THẰNG... CÔNG AN , ý nghĩa sâu xa lắm , ai là THẰNG .. thì suy nghĩ xem"
1088,Bà mẹ nó mời người ta về phường để đánh đập người ta hay sao mấy thằng cho người ta nói đúng ra đường hiểu lật.
1089,Quê lồn quá lữ minh thái ơi  yêu cầu đồng chí tô Lâm vào xem nhe
1090,Cứ thích kiếm chuyện.cog mẹ xe nó đi
1091,Ca đi làm ko biết luật còn kéo  bầy ra cắn. Nhục cho bọn ngu dốt.
1092,Ông nguyễn phú trọng ơi ..... ông nhìn lính ông đàn áp dân kìa ... zay thôi thuê giang hồ làm đi ...
1093,Xem vkdeo này mà cảm thấy buồn cho cả một chế độ
1094,Thấy mag nhục cho may a ao xah qua đi mất... :-((
1095,Mấy thằng bỏ cả tỷ ra để đc đứng đường nó vậy đấy
1096,"Làm việc thế này thì trắc dân hài lòng, tin tưởng vào CSGT bắt ép người ta z thì chịu r"
1097,Anh này dân mà hiểu luật hơn nguoi làm luật . Tao là chủ tich cho bọn này nghỉ cho a lái xe này làm công an xã hội tốt đẹp hơn
1098,CSGT gì mà kg biết luật và nghi định mà đòi khám xe cải kg lại nhờ ca đam lực lượng đia phương mời về xã là kg đúng rồi việc xe cộ chứ đâu có làm gì mà mời về xã toàn là đầu trâu mặt ngựa i ̃ đông đe bắt người ta là kg đúng rồi
1099,Khi Bạn Thích Nghề Luật sư mà Bố mẹ Bắt Bạn Lái Taxi
1100,May thang cho ao xanh thua 1con cho săn.noi ra luật pháp dan người ta biết luật người ta hoi deo biết dương tra loi dcm tui cho ao xanh no co hoc dau no mua bang mua ao mặt cho oai de an cướp người dan nhục cho luật pháp vn
1101,"Con me lo co quyên
 La co tạt ca ma cho minh xin 50 triệu lo ko con trên doi nay nua ban"
1102,Ai cũng biết luật như ông này thì mấy tk cs chắc nghèo 😂
1103,Người lam nhiệm vụ phải chứng minh người dân phạm luật . Day thi ngược lại
1104,Cười ỉa CA mang dép lào 🤣🤣
1105,anh công an nói anh tài xế nói nhiều quá chúng tôi có hiểu luat mà đâu mà anh nói bởi vì chúng tôi là không biết về luật anh nói cũng vô ích
1106,Đề nghị cơ sở giao thông làm cho đúng luật Nhà nước đừng ép dân quá đáng
1107,Hay quá anh tài xế  nói rất đúng mình  đúng không  sợ ai hết không  phải công an muốn làm qi là làm
1108,"Sống bằng tiền của dân, bộ quần áo nó mặc, cái xe nó đi, trụ sở nó làm cũng tiền của dân,z mà làm việc k ra gì, làm cho đa số người dân oán ghét.....con ơi nhớ lấy điều này. Cướp đêm là giặc cướp ngày là quan"
1109,"Công ăn gì toàn bụng bia "")"
1110,Làm gì đánh người ta như vậy hả khốn nạn thật 😠😠😠😠
1111,Ca đáng người vô học z . Mong mấy anh công an mất dạy thấy cmt này hộ e . Zô hẻm 20 lò mổ ninh kiều cần thơ mà bố láo này đánh đc 1 ng trong đây thôi cho tiền z nha Lũ Công an mất dạy
1112,chó xanh làm cảnh sát heo
1113,Mấy chú công an ơi ăn ở có đức chút mai mốt coi chừng nghiệp chướng nha
1114,Xin cái kết sau khi bị trấn áp được k a?
1115,"Hên là ko có tiếp thị sữa,ko là tiếp thị sữa đánh a tx taxi rồi."
1116,Mất hẳn niềm tin vào Pháp luật. Pháp luật  giờ không phải là chân lý ở cãi xã hội này nữa rồi. Sống trong nỗi sợ hãi luôn rình rập người dân nghèo khổ.thật khốn nạn
1117,Cứ cải ko lại là bắt về trụ sở chắc về đó là mọi chuyện coi như delete all
1118,Vợ con chúng nó đi da dương có thấy nhục k nhì
1119,Cstt mà để dân chỉ luật hazz...
1120,"Đậu vậy cũng hơi quá đáng ah, ah đậu khuất lối quẹo phải của xe mà ah"
1121,Tôi rất vui khi có người vạch trần bộ mặt thật của những thằngcẳnh sat giao thông đường bộ đi cứớp
1122,Toàn con cháu lạm dụng quyền để ép dân
1123,"Ở VN dân hieu kỳ thấy toàn mặt ngu , miệng như hến"
1124,"Mấy thằng chó xanh này chỉ ăn của người dân thôi 
Đòi cãi với thanh niên học luật thì xác định rồi"
1125,Mấy ông CAN đi cướp tiền của dân ko coi ngày gặp ngay thanh niên cứng phù đầu :))
1126,C an bay thoi binh k hieu đang cong san v n k hieu đao tao kieu gi đe dan k contin vao nguoi thuc thi phap luat nua
1127,A tài xế quá chất. Bây giờ người dân toàn bị xử ép biết kêu oan với ai đây?
1128,"Tụi ca k thg nào dám đứng đấy nói chuyện, quay đến thg nào thằng đấy lảng đi ngay ahihi! Chắc k biết gì để cãi thg tài xế"
1129,Thăng công an nào đuối lý cũng lấy đt ra gọi ... tim trợ giúp nguoi thân nhỉ
1130,Ở tỉnh Kiên Giang phải không anh
1131,Bắt ko đc rồi cướng chế về đồn. Lũ lol cướp cạn.
1132,Cảnh sát trật tự. Thì chỉ được bắt lỗi dừnh đỗ.
1133,Khi công an ko biết luật và gọi đồng đội cầu cứu
1134,chỉ một người tài xế thôi một đám công an vô dụng
1135,"Mới làm cảnh sát trật tự thui đó, vênh muốn nghẹo cổ lun"
1136,Biển báo cấm đỗ 🚫trước mặt . Anh tx rất hiểu luật nhưng ko nên tắt máy xe tại phút 6:24 dễ bị dính bẫy .
1137,hết  clip số  phận  a này  ra sao  do công  an giải  quyết
1138,Xa hội thối nát kẻ cầm quyền lộng hành
1139,công an chết đói muốn kiếm tiền nên công an mới làm như thế
1140,Nghanh cong an xem lai viec đao tao hoc vien c an
1141,Định đi ăn bẵn gặp ngay bác biết luật kkk cho chừa tội ăn trên đầu trên cổ dân
1142,Đi làm việc đàng hoàng sợ ng ta quay phim vào mặt hazzz
1143,Làm việc cc gì mà hơn 20 phút ko giải quyết đc thì để ngta đi... dm ko đc ngta cc cái lũ ăn bám vô hại
1144,Ăn tiền hk đc dah dân tiền lương tụi mày ăn mỗi tháng đó từ đâu ra may thag cho
1145,Lũ cẩu l xanh nghỉ việc hết đi cho dân đở phiền 😂
1146,Anh tai xe noi ve luat qua chuan! Neu khong nam luan se bi bon lam quyen nay uc hiep
1147,Bác nào luật sư phán câu coi ô tx có vi phạm lỗi giao thông ko vậy?hóng cái kết
1148,Đúng luật nè... Ko có mua bằng.
1149,Công an cãi cùn. Trên thối . sao ở dưới thơm được
1150,Bọn chó thế nên dân nó gét mới ra trường mấy năm mà đã có nhà lầu xe hơi
1151,"Ai xem đến phút cuối k, khả năng bin đấm sml"
1152,Cuối video bác tài bị bọn nó đánh úp sọt.
1153,Nói rất hay nhục mặt chưa mấy chú chó xanh
1154,"4,6 triệu người xem ấn tượng nhỉ."
1155,Kêu lênh để nó đanh́ luć đo đâu ai thâý may thăng nay biêt́ luôn
1156,Về phường có khi mai sẽ là đám tang anhbđaays
1157,Này thì nghị định 46..  giỏi sao k đi làm luật sư đi.. bắt về đập cho chết mới hết ngu
1158,Rỏ ràng nói về lý và luật thì các anh công an thua rồi....người dân đòi chuyên đề và kế hoạch mà ko xuất trình được vậy làm việc gì nữa.....
1159,Mẹ csgt vn bây h như loz 1_2 đòi đánh dân
1160,"Công An ảnh tính đi kiếm tiền kkk 
Mà gặp nay ông học luật"
1161,bọn nó là bọn chó mà...trình độ học thức chỉ là 0 trên 12 thôi vậy mà cũng làm được công an..tên của ba mẹ nó mà còn không biết viết nữa đó...
1162,Mấy người hiểu lực đều là quy vào tội chống đói thật là mắc cười làm gì để cho người ta phục
1163,"à con rể bà phó bí thư tỉnh uỷ Kiên Giang lại đánh người, ô dù to quá ai dám xử lí"
1164,Gần 10 cs ca mà thua anh tãi đúng là trình độ nghề nghiệp chưa đạt
1165,"Công an hiền quá gặp tui, tui kiêu 500 cảnh sát"
1166,NOI TOI CONG AN GIAO THONG THI CAN LOI   BO TAY
1167,Nhà nuoc dào tạo tụi mầy láo vs nhân dân vậy sao
1168,Nói chung là bọn này muốn kiếm tiền uống bia thui . Thằng nào cũng bụng bự hơn heo nữa ma .
1169,Xe ta kg bị lỗi mà cug doi kiem tra.kiem ăn thì co.an tien cua dân wa nên thag nào cug bụng bu het
1170,"Tôi nghĩ mấy anh về , lấy tài liệu ra học lại luật lại"
1171,Ban qua ok.may thang ao xanh nay ve hoc luat lai di
1172,"Xem đoạn cuối video nó cưỡng chế anh này bắt về đồn để huấn luyện vài môn võ, cũng như là trả ơn 🤔"
1173,"Công an không có học thức. Chỉ toàn học vẹt ức hiếp dân. Người dân còn hiểu luật hơn. Não phẳng có thật. Má,quê mặt không dám nhìn camera. Tao khinh."
1174,Mấy ảnh chắc cay anh tài xế này lắm kkk
1175,"Lại kiếm bánh mì rồi kìa nhuc như chó ,làm việc k được dân lại kêu giảng hồ thối nát quá.
."
1176,Phải cho bọn này di học nại luật di bắt xe mà k chỉ dược cái sai
1177,"Anh chủ xe noi chính xác, cong an lộng quyền,ông công an cầm dt gọi lui gọi tới thấy gai con mắt ghê"
1178,A tài xế đúng rồi đừng về đội của mấy con chó đó
1179,Ca 1 doi canh sat ma k lam dc j. Giong toi pham vay
1180,mấy con chó xanh vàng chỉ biết ăn và lấy tiền của dân thôi chứ có học hành gì đâu mà biết luật giao thông
1181,O day may con cho xanh muon bat bua xe ng ta.ng ta di xe dung luật doi qua di an cướp.cho
1182,Nó chỉ biết mỗi một câu là lấy giấy tờ.. nó dụ lấy ra xong nó cầm luôn. Một lũ cướp mà ai cũng biết.
1183,Nguoi dan Ma k hiểu pluat  la hay bi bat lạt. Da vay lai con Mot lu theo duoc an  tàn.
1184,Nếu các  anh c.a cuối clip cưỡng chế người ta về phường đã vi phạm luật bất khả xâm phạm về thân thể
1185,Ung ho anh. Bat cướp ko lo. Đi bắt giao thông... Áo xanh đi bắt xe tôi thấy sai sai ji do
1186,Nhờ CSGT mà giờ người tham gia giao thông thuộc luật lào lào =))
1187,Cau like
1188,Đại diện cho Pháp luật mà hống hách như vậy là sai rồi. Thứ này cho đi chăn bò là vừa.
1189,Áo vàng óc chó lại đến óc Áo xanh
1190,"May dong chi nay lam viec k chuyen nghiep gi het,giong nhu may thang vo hoc qua."
1191,Đụ mẹ kiếm cớ ăn tiền mà :))
1192,Vụ này anh tài xế đã kiện bọn nó chưa
1193,Côn đồ nhân danh pháp luật. Haizzz
1194,20:03 trở mặt
1195,Cong an như z thi sao ma goi la mot y chi dc lm sai luat phap quân z dân la mot ma cong an lm như z ng dân chug ta phai nương tư vao đâu nua ha
1196,Làm xấu ý nghỉ vông an trông đầu tao
1197,1 chọi 10 tỷ kkkkkk
1198,Thấy đoạn cuối làm j ào ào bạn có bị đánh ko bạn ơi
1199,"Thằng công an nào cũng bụng bia 
Chắc suốt ngày nhậu với ăn tiền dân"
1200,Toàn con ông cháu cha .có tiền mua đc chức vụ mà k có tiền mua hk thức .lm mất hết hình ảnh con cháu cụ Hồ
1201,1:27 cu ông cảnh sát kìa
1202,"Thì ra chó hùa là có thật! Đó giờ chỉ nghe qua lời nói, giờ thì đã thấy trên phim, hóng clip xem chó ăn cứt"
1203,dm lm mà công an đi như chó khi k nc lại.giỏi sau k lm việc đi đi vòng vo mất thời gian người ta
1204,Tụi nó ăn tạp quá nên thằng nào bụng phệ hết kìa ca làm mất lòng dân hết rôi
1205,Làm công an mk phải hiểu phát luật hơn dân lm công an thua dân thi nghỉ đi đưng lm công an nữa
1206,Bọn chó vàng chó xanh này toàn muốn ăn của ngta thôi .vì đấy là nghề của bọn nó rồi mà
1207,"Chó nhiều, sủa vang, 
Cướp ngày dạo này lộng hành quá"
1208,"Ho cái doi bắt lên phường dm ỉ đông đòi bất vô phường để uy hiếp người ta, anh đừng đi"
1209,Cãi luật đéo lại xong ức hiếp dân đưa về phường đánh đập :) lũ chó súc vật lưu manh
1210,Người thi hành pháp luật VN . Chỉ biết mỉm cười.
1211,Trời ơi thiet la mắt cở cho mấy chu ao xanh quá đi 😁😁😁😁😁😁😁🤗🤗🤗🤗🤗🤗🤗
1212,Mat ao cog an..vay ma ko bit luat.di xe mô tô.di day..lay tien ngta..co bit gi dau..vay ma cug ra duong sua
1213,C A..bắt người mà kg nêu được lỗi
1214,"Luật VN kỳ qái , thua kèo lại mời dân về phường , đánh dân chết lại nói dân tự tử"
1215,gặp công an người dân gọi là chó vàng :)))
1216,CA có biết luật đéo j đâu
1217,CSTT đâu phải CSGT má đi bắt xe dưới lòng đường
1218,Mấy thằng chó xanh ngu như chó
1219,Toàn là tướng tá chỉ hoc hết lớp mầm trên 12
1220,Một năm r vẫn đề xuất @@.trời cũng ko yên
1221,1 minh chong 1 lu mafia cho anh trieu like
1222,Nhin mat thang nao cung nhu mat lon ....muog kiem mieng cức an ma gap tai xe cung wa
1223,Mặt những con chó nhìn biết ngay.thằng chó đeo kính không có phúc đâu.
1224,Dai uy an Cai gi ma ngu the nhi
1225,Anh hay quá anh oi  lập kênh youtup chỉ cho cách đối phó với lũ này chắc sẽ có rất nhiều lượt đăng ký em ủng hộ anh
1226,Về học ngay nghị định ND-46 anh em ơi
1227,Dẹp cái đi làm nhiệm vụ .ngta nói có chứ không sao mà nói vu khống.. sợ quá
